CLAVE_ENTIDAD;ENTIDAD_FEDERATIVA;city;lat;lng;CLAVE_ENTIDAD;country;iso2;admin_name;capital;population;population_proper
;;Motozintla;15.3669;-92.246;Mexico;MX;7;Chiapas;minor;;
;;San Marcos;20.7833;-104.1833;Mexico;MX;;Jalisco;minor;3783;3783
;;Reforma;17.8658;-93.1471;Mexico;MX;7;Chiapas;minor;;
;;San Martín de Bolaños;21.6826;-103.8132;Mexico;MX;;Jalisco;minor;;
;;Nuevo San Juan Parangaricutiro;19.4;-102.1333;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Ajalpan;18.3783;-97.2594;Mexico;MX;;Puebla;minor;;
;;Tenango;19.1025;-99.5889;Mexico;MX;;México;minor;;
;;Villa Zaragoza;22.0397;-100.7297;Mexico;MX;;San Luis Potosí;minor;;
;;Axochiapan;18.5;-98.75;Mexico;MX;;Morelos;minor;;
;;San Martín Hidalgo;20.435;-103.9286;Mexico;MX;;Jalisco;minor;27777;8092
;;Huixtla;15.1402;-92.4659;Mexico;MX;7;Chiapas;minor;;
;;San Miguel el Alto;21.0301;-102.4041;Mexico;MX;;Jalisco;minor;;
;;Río Blanco;18.8304;-97.156;Mexico;MX;;Veracruz;minor;;
;;Ciudad Mendoza;18.8033;-97.1808;Mexico;MX;;Veracruz;minor;;
;;Tlaquiltenango;18.6289;-99.1603;Mexico;MX;;Morelos;minor;;
;;Río Grande;23.8225;-103.036;Mexico;MX;;Zacatecas;minor;;
;;Mazatecochco;19.1787;-98.1868;Mexico;MX;;Tlaxcala;minor;;
;;Ixtaczoquitlán;18.85;-97.0667;Mexico;MX;;Veracruz;minor;;
;;Coatzintla;20.487;-97.4682;Mexico;MX;;Veracruz;minor;;
;;Palenque;17.5092;-91.9822;Mexico;MX;7;Chiapas;minor;;
;;Cuautlancingo;19.09;-98.2732;Mexico;MX;;Puebla;minor;;
;;Cosoleacaque;17.9979;-94.6354;Mexico;MX;;Veracruz;minor;;
;;Villaflores;16.2333;-93.2692;Mexico;MX;7;Chiapas;minor;;
;;Las Choapas;17.9118;-94.0965;Mexico;MX;;Veracruz;minor;;
;;San Sebastián del Oeste;20.8511;-104.819;Mexico;MX;;Jalisco;minor;5643;5643
;;Tonanitla;19.6881;-99.0539;Mexico;MX;;México;minor;;
;;Pinotepa;16.3401;-98.053;Mexico;MX;;Oaxaca;minor;;
;;Puruándiro;20.0881;-101.5156;Mexico;MX;;México;minor;;
;;San Mateo Atenco;19.25;-99.5167;Mexico;MX;;Morelos;minor;;
;;Uriangato;20.1333;-101.1667;Mexico;MX;;Guanajuato;minor;59305;59305
;;Comalapa;15.6583;-92.1414;Mexico;MX;7;Chiapas;minor;;
;;Tierra Blanca;18.4489;-96.3572;Mexico;MX;;Veracruz;minor;;
;;Pichucalco;17.51;-93.1159;Mexico;MX;7;Chiapas;minor;;
;;Ixtlán del Río;21.03;-104.37;Mexico;MX;;Nayarit;minor;;
;;Valle de Banderas;20.8;-105.2333;Mexico;MX;;Nayarit;minor;;
;;Ciudad de Nanacamilpa;19.4925;-98.5353;Mexico;MX;;Tlaxcala;minor;;
;;Tapeixtles;19.0691;-104.2834;Mexico;MX;6;Colima;minor;;
;;Altotonga;19.7661;-97.2451;Mexico;MX;;Veracruz;minor;;
;;Jojutla;18.6152;-99.1798;Mexico;MX;;Morelos;minor;;
;;Copalillo;18.0333;-99.1167;Mexico;MX;12;Guerrero;minor;;
;;Santa María de los Ángeles;22.1736;-103.2246;Mexico;MX;;Jalisco;minor;;
;;Santa María del Oro;19.5868;-102.9095;Mexico;MX;;Jalisco;minor;;
;;Cacahoatán;14.9898;-92.1681;Mexico;MX;7;Chiapas;minor;;
;;Emiliano Zapata;17.7414;-91.7636;Mexico;MX;7;Chiapas;minor;;
;;San Fernando;16.8715;-93.2076;Mexico;MX;7;Chiapas;minor;;
;;Zacapú;19.814;-101.7916;Mexico;MX;;Michoacán de Ocampo;minor;;
;;El Bosque;17.0627;-92.7215;Mexico;MX;7;Chiapas;minor;;
;;Sayula;19.8836;-103.5972;Mexico;MX;;Jalisco;minor;36778;36778
;;Tingambato;19.4904;-101.8621;Mexico;MX;;Michoacán de Ocampo;minor;;
;;El Pueblito;20.5397;-100.4414;Mexico;MX;;Querétaro;minor;;
;;Tepalcingo;18.5951;-98.8451;Mexico;MX;;Morelos;minor;;
;;Acaponeta;22.4964;-105.3594;Mexico;MX;;Nayarit;minor;;
;;Víctor Rosales;22.9484;-102.7027;Mexico;MX;;Zacatecas;minor;;
;;Quiroga;19.6656;-101.5229;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Oluta;17.9282;-94.8969;Mexico;MX;;Veracruz;minor;;
;;Yautepec de Zaragoza;18.8833;-99.0667;Mexico;MX;;Morelos;minor;;
;;Chignahuapan;19.8386;-98.0317;Mexico;MX;;Puebla;minor;;
;;Cintalapa de Figueroa;16.6957;-93.7235;Mexico;MX;7;Chiapas;minor;;
;;Huimanguillo;17.8337;-93.3893;Mexico;MX;;Tabasco;minor;;
;;Tarímbaro;19.7947;-101.1758;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Isla;18.0278;-95.5295;Mexico;MX;;Veracruz;minor;;
;;Tala;20.6525;-103.7028;Mexico;MX;;Jalisco;minor;80365;80365
;;Agua Dulce;18.1391;-94.1453;Mexico;MX;;Veracruz;minor;;
;;Ojocaliente;22.5667;-102.25;Mexico;MX;;Zacatecas;minor;;
;;San José de Gracia;19.9892;-103.0256;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Comalcalco;18.2632;-93.224;Mexico;MX;;Tabasco;minor;;
;;Banderilla;19.5889;-96.9373;Mexico;MX;;Veracruz;minor;;
;;Libres;19.4664;-97.6867;Mexico;MX;;Puebla;minor;;
;;Soconusco;17.9631;-94.881;Mexico;MX;;Veracruz;minor;;
;;Coscomatepec de Bravo;19.0727;-97.0469;Mexico;MX;;Veracruz;minor;;
;;Talpa de Allende;20.3808;-104.8221;Mexico;MX;;Jalisco;minor;;
;;San Lorenzo Axocomanitla;19.2333;-98.25;Mexico;MX;;Tlaxcala;minor;;
;;Yurécuaro;20.3411;-102.2824;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Cuitláhuac;18.8145;-96.7223;Mexico;MX;;Veracruz;minor;;
;;Pastor Ortíz;20.3055;-101.5959;Mexico;MX;;México;minor;;
;;Naolinco de Victoria;19.65;-96.85;Mexico;MX;;Veracruz;minor;;
;;Atlacomulco de Fabela;19.7992;-99.875;Mexico;MX;;México;minor;;
;;Ario de Rosales;19.209;-101.7074;Mexico;MX;;Michoacán de Ocampo;minor;;
;;San Juan Colorado;16.4607;-97.9543;Mexico;MX;;Oaxaca;minor;;
;;Tamazula de Gordiano;19.6569;-103.169;Mexico;MX;;Jalisco;minor;;
;;Jiquipilas;16.6681;-93.6467;Mexico;MX;7;Chiapas;minor;;
;;Pantelhó;17.0056;-92.4716;Mexico;MX;7;Chiapas;minor;;
;;Trancoso;22.7354;-102.367;Mexico;MX;;Zacatecas;minor;;
;;Zaragoza;17.9531;-94.6414;Mexico;MX;;Veracruz;minor;;
;;Tapalpa;19.9445;-103.7585;Mexico;MX;;Jalisco;minor;19506;19506
;;Carmen;25.9347;-100.3631;Mexico;MX;;Nuevo León;minor;;
;;Valle de Santiago;20.3928;-101.1969;Mexico;MX;;Guanajuato;minor;141058;141058
;;Tonatico;18.8056;-99.6701;Mexico;MX;;México;minor;;
;;Tezoyuca;19.5928;-98.9108;Mexico;MX;;México;minor;;
;;Copanatoyac;17.4633;-98.7136;Mexico;MX;12;Guerrero;minor;;
;;Villa Corzo;16.1833;-93.2667;Mexico;MX;7;Chiapas;minor;;
;;Tamalín;21.3394;-97.8119;Mexico;MX;;Veracruz;minor;;
;;Maravatío de Ocampo;19.8917;-100.4417;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Villa Guerrero;18.96;-99.64;Mexico;MX;;México;minor;;
;;Acajete;19.1033;-97.9511;Mexico;MX;;Puebla;minor;;
;;Tlaltizapán;18.6863;-99.1187;Mexico;MX;;Morelos;minor;;
;;Tecalitlán;19.4719;-103.3067;Mexico;MX;;Jalisco;minor;;
;;Huehuetán;15.0185;-92.3842;Mexico;MX;7;Chiapas;minor;;
;;Nuevo Necaxa;20.2105;-98.0066;Mexico;MX;;Puebla;minor;;
;;Xonacatlán;19.4022;-99.5325;Mexico;MX;;Morelos;minor;;
;;Anáhuac;27.2446;-100.1323;Mexico;MX;;Nuevo León;minor;;
;;Concepción del Oro;24.6167;-101.4167;Mexico;MX;;Zacatecas;minor;;
;;Teapa;17.5714;-92.9525;Mexico;MX;;Tabasco;minor;;
;;Salinas de Hidalgo;22.628;-101.7142;Mexico;MX;;San Luis Potosí;minor;;
;;Villa García;22.1617;-101.9556;Mexico;MX;;Zacatecas;minor;;
;;Chilón;17.1057;-92.2729;Mexico;MX;7;Chiapas;minor;;
;;Coyuca de Benítez;17.0333;-100.0667;Mexico;MX;12;Guerrero;minor;;
;;Jolalpan;18.325;-98.8449;Mexico;MX;;Puebla;minor;;
;;Tabasco;21.8667;-102.9167;Mexico;MX;;Zacatecas;minor;;
;;Coyuca de Catalán;18.3256;-100.6992;Mexico;MX;12;Guerrero;minor;;
;;Techaluta de Montenegro;20.0742;-103.5528;Mexico;MX;;Jalisco;minor;3703;3703
;;Tecolotlán;20.2017;-104.0475;Mexico;MX;;Jalisco;minor;;
;;Morelos;22.8621;-102.6106;Mexico;MX;;Zacatecas;minor;;
;;Rayón;17.2008;-93.0116;Mexico;MX;7;Chiapas;minor;;
;;Tila;17.3005;-92.4273;Mexico;MX;;Chiapas;minor;;
;;Santa Clara del Cobre;19.4058;-101.64;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Cuapiaxtla;19.2964;-97.7692;Mexico;MX;;Tlaxcala;minor;;
;;Doctor Arroyo;23.6667;-100.1667;Mexico;MX;;Nuevo León;minor;;
;;Jalpa;21.6375;-102.9778;Mexico;MX;;Zacatecas;minor;;
;;Coyutla;20.2472;-97.6582;Mexico;MX;;Veracruz;minor;;
;;Aguililla;18.7342;-102.7883;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Tenamaxtlán;20.2167;-104.167;Mexico;MX;;Jalisco;minor;7005;7005
;;Ciudad Fernández;21.9422;-100.0108;Mexico;MX;;San Luis Potosí;minor;;
;;Nealtican;19.0499;-98.4272;Mexico;MX;;Puebla;minor;;
;;Huetamo de Núñez;18.6264;-100.8997;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Huixquilucan;19.3611;-99.3508;Mexico;MX;;México;minor;;
;;San Lucas;16.6109;-92.7182;Mexico;MX;7;Chiapas;minor;;
;;Las Vigas de Ramírez;19.637;-97.1;Mexico;MX;;Veracruz;minor;;
;;Tanhuato de Guerrero;20.2819;-102.332;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Suchiapa;16.6294;-93.0917;Mexico;MX;7;Chiapas;minor;;
;;Nacozari de García;30.3833;-109.6833;Mexico;MX;;Sonora;minor;;
;;Chapultepec;19.2022;-99.5618;Mexico;MX;;Morelos;minor;;
;;Benito Juárez;19.5859;-98.4283;Mexico;MX;;Tlaxcala;minor;;
;;San Ignacio Río Muerto;27.415;-110.245;Mexico;MX;;Sonora;minor;;
;;Nahuatzén;19.6303;-101.896;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Zinapécuaro;19.8601;-100.8286;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Soto la Marina;23.7667;-98.2167;Mexico;MX;;Tamaulipas;minor;;
;;Jala;21.1033;-104.4343;Mexico;MX;;Nayarit;minor;;
;;Zongozotla;19.9793;-97.7275;Mexico;MX;;Puebla;minor;;
;;Teocaltiche;21.4342;-102.5745;Mexico;MX;;Jalisco;minor;;
;;Juárez;17.6082;-93.1933;Mexico;MX;7;Chiapas;minor;;
;;Las Margaritas;16.3153;-91.9817;Mexico;MX;7;Chiapas;minor;;
;;Acolman;19.6389;-98.9083;Mexico;MX;;México;minor;;
;;Teocuitatlán de Corona;20.0918;-103.3785;Mexico;MX;;Jalisco;minor;10317;10317
;;Briseñas de Matamoros;20.2682;-102.562;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Ruíz;21.95;-105.15;Mexico;MX;;Nayarit;minor;;
;;Tepatitlán de Morelos;20.817;-102.733;Mexico;MX;;Jalisco;minor;141322;141322
;;Apetatitlán;19.3333;-98.2;Mexico;MX;;Tlaxcala;minor;;
;;Tecpatán;17.1333;-93.3167;Mexico;MX;7;Chiapas;minor;;
;;Ramos Arizpe;25.55;-100.9667;Mexico;MX;5;Coahuila de Zaragoza;minor;48228;48228
;;Maltrata;18.8109;-97.2754;Mexico;MX;;Veracruz;minor;;
;;San Francisco Telixtlahuaca;17.3772;-96.9391;Mexico;MX;;Oaxaca;minor;;
;;Cruz Grande;16.7333;-99.1333;Mexico;MX;12;Guerrero;minor;20175;20175
;;Ocotepec;17.2262;-93.1644;Mexico;MX;7;Chiapas;minor;;
;;Dzilam de Bravo;21.3925;-88.8914;Mexico;MX;;Yucatán;minor;;
;;Villa Cuauhtémoc;19.4168;-99.5587;Mexico;MX;;México;minor;;
;;Tequila;20.8794;-103.8356;Mexico;MX;;Jalisco;minor;42009;42009
;;Tlaxco;19.6139;-98.1186;Mexico;MX;;Tlaxcala;minor;;
;;Pueblo Nuevo;17.1569;-92.8969;Mexico;MX;7;Chiapas;minor;;
;;Teocelo;19.3833;-96.9667;Mexico;MX;;Veracruz;minor;;
;;Teotihuacán;19.6886;-98.8611;Mexico;MX;;México;minor;;
;;Santiago Tangamandapio;19.95;-102.4333;Mexico;MX;;México;minor;;
;;Copainalá;17.0937;-93.2106;Mexico;MX;7;Chiapas;minor;;
;;San Gabriel Chilac;18.3167;-97.35;Mexico;MX;;Puebla;minor;;
;;Jalapa;17.7;-92.8;Mexico;MX;;Tabasco;minor;;
;;Tenancingo;19.1473;-98.2013;Mexico;MX;;Tlaxcala;minor;;
;;Charcas;23.1297;-101.1133;Mexico;MX;;San Luis Potosí;minor;;
;;José Cardel;19.3667;-96.3667;Mexico;MX;;Veracruz;minor;;
;;Arriaga;16.2375;-93.9018;Mexico;MX;7;Chiapas;minor;;
;;Teolocholco;19.2455;-98.1914;Mexico;MX;;Tlaxcala;minor;;
;;Totolapa;16.5436;-92.6802;Mexico;MX;7;Chiapas;minor;;
;;Sabinas;27.86;-101.12;Mexico;MX;5;Coahuila de Zaragoza;minor;63522;63522
;;Cuajinicuilapa;16.4717;-98.4153;Mexico;MX;12;Guerrero;minor;25922;25922
;;Villa de Reyes;21.8031;-100.9342;Mexico;MX;;San Luis Potosí;minor;;
;;San Juan Xiutetelco;19.7956;-97.3258;Mexico;MX;;Puebla;minor;;
;;Yanga;18.8329;-96.7984;Mexico;MX;;Veracruz;minor;;
;;Cualác;17.7667;-98.6167;Mexico;MX;12;Guerrero;minor;;
;;Papalotla;19.1667;-98.2;Mexico;MX;;Tlaxcala;minor;;
;;Teuchitlán;20.6848;-103.8492;Mexico;MX;;Jalisco;minor;;
;;Cuautepec;16.7;-99;Mexico;MX;12;Guerrero;minor;;
;;Tizapán el Alto;20.1614;-103.044;Mexico;MX;;Jalisco;minor;;
;;Cuetzala del Progreso;18.2833;-99.8333;Mexico;MX;12;Guerrero;minor;;
;;Tlacojalpan;18.231;-95.9468;Mexico;MX;;Veracruz;minor;;
;;Miacatlán;18.75;-99.35;Mexico;MX;;Morelos;minor;;
;;El Naranjo;22.526;-99.3297;Mexico;MX;;San Luis Potosí;minor;;
26;SONORA;Tlajomulco de Zúñiga;20.4736;-103.4431;14;Mexico;MX;Jalisco;minor;727750;727750
;;Santa María del Río;21.8;-100.75;Mexico;MX;;San Luis Potosí;minor;;
;;Chiapilla;16.5167;-92.7333;Mexico;MX;7;Chiapas;minor;;
;;Villa Hidalgo;22.3568;-101.7126;Mexico;MX;;Zacatecas;minor;;
;;Santa Apolonia Teacalco;19.25;-98.3;Mexico;MX;;Tlaxcala;minor;;
;;Ixtacomitán;17.4309;-93.097;Mexico;MX;7;Chiapas;minor;;
;;Ixtapa;16.8032;-92.9053;Mexico;MX;7;Chiapas;minor;;
;;Cedral;23.821;-100.7253;Mexico;MX;;San Luis Potosí;minor;;
;;Ciudad del Maíz;22.4;-99.6;Mexico;MX;;San Luis Potosí;minor;;
;;Cutzamala de Pinzón;18.4678;-100.5809;Mexico;MX;12;Guerrero;minor;;
;;Huamuxtitlán;17.8167;-98.5667;Mexico;MX;12;Guerrero;minor;;
;;Mazatepec;18.7269;-99.3619;Mexico;MX;;Morelos;minor;;
;;Álvaro Obregón;19.8238;-101.04;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Xilitla;21.3868;-98.9901;Mexico;MX;;San Luis Potosí;minor;;
;;Santa María Huatulco;15.85;-96.3333;Mexico;MX;;Oaxaca;minor;;
;;Hueycantenango;17.4833;-99.1;Mexico;MX;12;Guerrero;minor;;
;;Ixhuatlán del Café;19.05;-96.9833;Mexico;MX;;Veracruz;minor;;
;;Huitiupán;17.1717;-92.6858;Mexico;MX;7;Chiapas;minor;;
;;Nieves;23.9961;-103.0201;Mexico;MX;;Zacatecas;minor;;
;;Angamacutiro de la Unión;20.15;-101.7111;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Nopalucán;19.2184;-97.8227;Mexico;MX;;Puebla;minor;;
;;Chietla;18.5203;-98.5789;Mexico;MX;;Puebla;minor;;
;;Iguala de la Independencia;18.35;-99.5333;Mexico;MX;12;Guerrero;minor;110390;110390
;;Quecholac;18.9572;-97.6611;Mexico;MX;;Puebla;minor;;
;;Victoria;21.2122;-100.2144;Mexico;MX;;Guanajuato;minor;17764;17764
;;Indaparapeo;19.7599;-100.9454;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Miguel Auza;24.2939;-103.45;Mexico;MX;;Zacatecas;minor;;
;;Tecamachalco;18.8835;-97.7334;Mexico;MX;;Puebla;minor;;
;;Domingo Arenas;19.14;-98.4568;Mexico;MX;;Puebla;minor;;
;;Palmar de Bravo;18.8357;-97.547;Mexico;MX;;Puebla;minor;;
;;Pinos;22.2957;-101.5758;Mexico;MX;;Zacatecas;minor;;
;;Hidalgo;25.9833;-100.45;Mexico;MX;;Nuevo León;minor;;
;;Villa de Arista;22.6444;-100.849;Mexico;MX;;San Luis Potosí;minor;;
;;Vista Hermosa de Negrete;20.2717;-102.4749;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Yehualtepec;18.7952;-97.6616;Mexico;MX;;Puebla;minor;;
;;Amaxac de Guerrero;19.3667;-98.1833;Mexico;MX;;Tlaxcala;minor;;
;;Acapetahua;15.2819;-92.6899;Mexico;MX;7;Chiapas;minor;;
;;Vega de Alatorre;20.0282;-96.6475;Mexico;MX;;Veracruz;minor;;
;;Acacoyagua;15.3409;-92.6756;Mexico;MX;7;Chiapas;minor;;
;;Sanctórum;19.4933;-98.4716;Mexico;MX;;Tlaxcala;minor;;
;;Villagrán;20.517;-100.983;Mexico;MX;;Guanajuato;minor;45941;27079
;;Xichú;21.2997;-100.0553;Mexico;MX;;Guanajuato;minor;11323;11323
;;Tanquián de Escobedo;21.6;-98.6667;Mexico;MX;;San Luis Potosí;minor;;
;;La Perla;18.9282;-97.1336;Mexico;MX;;Veracruz;minor;;
98;SE IGNORA;Tlaquepaque;20.6167;-103.3167;14;Mexico;MX;Jalisco;minor;575942;575942
;;Tolimán;19.6014;-103.9152;Mexico;MX;;Jalisco;minor;;
;;Pesquería;25.7833;-100.0537;Mexico;MX;;Nuevo León;minor;;
;;Manlio Fabio Altamirano;19.1;-96.3333;Mexico;MX;;Veracruz;minor;;
;;Benemérito;16.5151;-90.6544;Mexico;MX;7;Chiapas;minor;;
;;Teopisca;16.5418;-92.474;Mexico;MX;7;Chiapas;minor;;
;;Jonuta;18.0898;-92.1381;Mexico;MX;;Tabasco;minor;;
;;Igualapa;16.7333;-98.6;Mexico;MX;12;Guerrero;minor;;
;;Cuanalá;19.1092;-98.3279;Mexico;MX;;Puebla;minor;;
;;Jitotol;17.0672;-92.8611;Mexico;MX;7;Chiapas;minor;;
;;Xochitepec;18.7;-99.1833;Mexico;MX;;Morelos;minor;;
;;Santa Catarina Ayometla;19.2;-98.2167;Mexico;MX;;Tlaxcala;minor;;
;;Luis Moya;22.4341;-102.249;Mexico;MX;;Zacatecas;minor;;
;;Nicolás Ruiz;16.4371;-92.5852;Mexico;MX;7;Chiapas;minor;;
;;San Damián Texoloc;19.2833;-98.2833;Mexico;MX;;Tlaxcala;minor;;
;;Villa González Ortega;22.5122;-101.9162;Mexico;MX;;Zacatecas;minor;;
;;Nueva Villa de Padilla;24.0167;-98.7833;Mexico;MX;;Tamaulipas;minor;;
;;Úrsulo Galván;19.4394;-96.3875;Mexico;MX;;Veracruz;minor;;
;;Animas Trujano;16.9909;-96.7132;Mexico;MX;;Oaxaca;minor;;
;;Xaloztoc;19.4078;-98.046;Mexico;MX;;Tlaxcala;minor;;
;;Temoac;18.7739;-98.7781;Mexico;MX;;Morelos;minor;;
;;Huiramba;19.546;-101.438;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Tomatlán;19.9333;-105.2333;Mexico;MX;;Jalisco;minor;35824;35824
;;Ixtlán de los Hervores;20.1833;-102.4;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Panotla;19.3162;-98.2701;Mexico;MX;;Tlaxcala;minor;;
;;Axtla de Terrazas;21.4393;-98.8721;Mexico;MX;;San Luis Potosí;minor;;
;;Omealca;18.7473;-96.7852;Mexico;MX;;Veracruz;minor;;
;;Caxhuacán;20.0636;-97.6069;Mexico;MX;;Puebla;minor;;
;;Tianguismanalco;18.9762;-98.4486;Mexico;MX;;Puebla;minor;;
;;Huautla de Jiménez;18.1315;-96.8409;Mexico;MX;;Oaxaca;minor;;
;;Queréndaro;19.8095;-100.8906;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Rosamorada;22.1221;-105.2064;Mexico;MX;;Nayarit;minor;;
;;Frontera Hidalgo;14.7774;-92.1774;Mexico;MX;7;Chiapas;minor;;
;;San Matias Tlalancaleca;19.3253;-98.4967;Mexico;MX;;Puebla;minor;;
;;Atzacan;18.9072;-97.0831;Mexico;MX;;Veracruz;minor;;
;;Iliatenco;17.0453;-98.6853;Mexico;MX;12;Guerrero;minor;;
;;Ixcamilpa;18.0277;-98.6964;Mexico;MX;12;Guerrero;minor;;
;;Tepeaca;18.9669;-97.8998;Mexico;MX;;Puebla;minor;;
;;San Juan Huactzinco;19.2333;-98.25;Mexico;MX;;Tlaxcala;minor;;
;;Ixcapuzalco;18.6;-99.9167;Mexico;MX;12;Guerrero;minor;;
;;Tamasopo;21.9225;-99.3925;Mexico;MX;;San Luis Potosí;minor;;
;;Jalacingo;19.8;-97.3;Mexico;MX;;Veracruz;minor;;
;;Ciudad Gustavo Díaz Ordaz;26.2319;-98.5956;Mexico;MX;;Tamaulipas;minor;;
;;Rafael J. García;19.2541;-97.1832;Mexico;MX;;Puebla;minor;;
;;Acatlán;19.6968;-96.8422;Mexico;MX;;Veracruz;minor;;
;;Tlahuitoltepec;17.0931;-96.0644;Mexico;MX;;Oaxaca;minor;;
;;Almoloya de Juárez;19.3704;-99.7572;Mexico;MX;;México;minor;;
;;Arteaga;18.3578;-102.2912;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Ixhuatán;17.2934;-93.0083;Mexico;MX;7;Chiapas;minor;;
;;La Magdalena Tlaltelulco;19.2667;-98.2;Mexico;MX;;Tlaxcala;minor;;
;;Colón;20.7833;-100.05;Mexico;MX;;Querétaro;minor;;
;;Ixcateopan de Cuauhtémoc;18.5;-99.7933;Mexico;MX;12;Guerrero;minor;6104;6104
;;Soyaló;16.8913;-92.9243;Mexico;MX;7;Chiapas;minor;;
;;Villa Jiménez;19.924;-101.7463;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Jesús Carranza;17.4353;-95.0264;Mexico;MX;;Veracruz;minor;;
;;Zumpahuacán;18.8364;-99.5786;Mexico;MX;;México;minor;;
;;Coeneo de la Libertad;19.8167;-101.5833;Mexico;MX;;Michoacán de Ocampo;minor;;
;;Matlapa;21.3333;-98.8333;Mexico;MX;;San Luis Potosí;minor;;
;;Villa Mariano Matamoros;19.3268;-98.3776;Mexico;MX;;Puebla;minor;;
;;Ejutla de Crespo;16.5672;-96.7308;Mexico;MX;;Oaxaca;minor;;
;;Ixtepec;20.0246;-97.6461;Mexico;MX;;Puebla;minor;;
;;La Concordia;16.1161;-92.6889;Mexico;MX;7;Chiapas;minor;;
;;Juchipila;21.4086;-103.1166;Mexico;MX;;Zacatecas;minor;;
;;Pitiquito;30.6761;-112.0542;Mexico;MX;;Sonora;minor;;
;;Xicohtzinco;19.1737;-98.2338;Mexico;MX;;Tlaxcala;minor;;
;;Altzayanca;19.4312;-97.7956;Mexico;MX;;Tlaxcala;minor;;
;;Juchitán;16.6256;-98.6353;Mexico;MX;12;Guerrero;minor;2944;2944
;;Santa María del Oro;21.3327;-104.5872;Mexico;MX;;Nayarit;minor;;
;;Villa Juárez;27.1293;-109.8374;Mexico;MX;;Sonora;minor;;
;;La Unión;17.9667;-101.8167;Mexico;MX;12;Guerrero;minor;3079;3079
;;Huajicori;22.6333;-105.3167;Mexico;MX;;Nayarit;minor;;
;;Terrenate;19.4769;-97.9186;Mexico;MX;;Tlaxcala;minor;;
;;San Pedro Piedra Gorda;22.4475;-102.3488;Mexico;MX;;Zacatecas;minor;;
;;Tonalá;20.6167;-103.2333;Mexico;MX;;Jalisco;minor;374258;374258
;;Tayoltita;24.0833;-105.9333;Mexico;MX;;Durango;minor;5124;5124
;;Yuriria;20.2108;-101.1321;Mexico;MX;;Guanajuato;minor;;
;;Tonaya;19.7863;-103.9712;Mexico;MX;;Jalisco;minor;;
;;Malinaltepec;17.245;-98.6709;Mexico;MX;12;Guerrero;minor;;
;;Chiautla;19.5494;-98.8797;Mexico;MX;;México;minor;;
;;Esperanza;18.8585;-97.3764;Mexico;MX;;Puebla;minor;;
;;Atoyac;18.9132;-96.7787;Mexico;MX;;Veracruz;minor;;
;;San Francisco Tetlanohcan;19.26;-98.164;Mexico;MX;;Tlaxcala;minor;;
;;Ciudad de Allende;25.2833;-100.0167;Mexico;MX;;Nuevo León;minor;;
;;Hueyotlipan;19.4703;-98.3467;Mexico;MX;;Tlaxcala;minor;;
;;Tonila;19.4261;-103.5319;Mexico;MX;;Jalisco;minor;7919;7919
;;Totatiche;21.9284;-103.444;Mexico;MX;;Jalisco;minor;;
;;Tototlán;20.5333;-102.7833;Mexico;MX;;Jalisco;minor;23171;23171
;;Cañitas de Felipe Pescador;23.6037;-102.727;Mexico;MX;;Zacatecas;minor;;
;;Marquelia;16.5833;-98.8167;Mexico;MX;12;Guerrero;minor;;
;;Rayón;21.8433;-99.6426;Mexico;MX;;San Luis Potosí;minor;;
;;Santa Ana Nopalucan;19.3;-98.3333;Mexico;MX;;Tlaxcala;minor;;
;;San Ciro de Acosta;21.6507;-99.8192;Mexico;MX;;San Luis Potosí;minor;;
;;Numarán;20.2558;-101.9499;Mexico;MX;;Michoacán de Ocampo;minor;;
;;San Vicente Tancuayalab;21.7181;-98.5881;Mexico;MX;;San Luis Potosí;minor;;
;;Carbo;29.6833;-110.95;Mexico;MX;;Sonora;minor;;
;;Tulancingo;20.0833;-98.3667;Mexico;MX;13;Hidalgo;minor;151582;151582
;;Tierra Nueva;21.6678;-100.573;Mexico;MX;;San Luis Potosí;minor;;
;;Zozocolco de Hidalgo;20.1405;-97.5757;Mexico;MX;;Veracruz;minor;;
;;Metlatónoc;17.1939;-98.4092;Mexico;MX;12;Guerrero;minor;;
;;Mocorito;25.482;-107.9201;Mexico;MX;;Sinaloa;minor;;
